Genus,Species_Epither,Weight_list,cx,temp,tmax,tmin,varpr,srad,wind,rf,SCSI,growth,Weight_source,SCSI_source,Growth_source,WeightURL,SCSIURL,Growth_source
Nicotiana,alata,0.1,329.5704225,10.66075715,14.22911154,5.834119662,1.054818998,11308.20761,3.635671511,73.56925566,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=16112&Num=SPA,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Nicotiana,attenuata,0.135,347.8275862,10.27353903,17.30512216,2.395026847,0.644461648,16691.87294,3.363340739,35.7326856,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16113&Num=sok,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/2928765
Nicotiana,benthamiana,0.0512,666.7202073,24.85137659,31.97582289,17.71126362,1.226637128,21889.88907,3.138598485,36.86958874,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=40043&Num=eaY,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3800423
Nicotiana,corymbosa,0.138,769.3181818,6.065101273,12.29989197,0.639323856,0.535319442,15533.43981,5.098877769,39.07407407,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=44463&Num=b9p,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/7299708
Nicotiana,excelsior,0.1408,701.1967213,20.17824308,26.9300849,13.21288283,0.849738264,21263.65269,3.894601207,25.08782435,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=60840&Num=1Y3,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/2928757
Nicotiana,forsteri,0.0708,605.5,18.19089215,23.152204,13.23013957,1.517022216,17670.36667,3.46428492,101.975,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=53147&Num=yd5,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3800011
Nicotiana,glauca,0.044,516.4833086,18.1212221,23.80040068,11.61746028,1.244971807,17841.34774,3.310604528,41.17458827,SC,shrub,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=16117&Num=9sF,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Nicotiana,glutinosa,0.0424,581.627907,15.55218347,24.34608578,12.51584773,1.696476653,15229.03714,2.385542252,78.92210146,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=16118&Num=73H,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Nicotiana,goodspeedii,0.0916,733.7034884,17.61166543,23.97856585,11.03998368,1.062328591,18938.78972,4.015794074,23.8879056,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=40044&Num=K46,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3799915
Nicotiana,gossei,0.0784,685.05,20.96205957,27.93692981,13.89899179,0.907068816,21690.11086,3.461392761,27.15476191,SC,herb,Kew_SID,Goldberg et al. (2010),HERBALISTICS_PSH,http://data.kew.org/sid/SidServlet?ID=16119&Num=agV,https://science.sciencemag.org/content/330/6003/493,https://herbalistics.com.au/thumb_img_8487_1024/
Nicotiana,longibracteata,0.298,730.8,7.2178584,14.7457918,-0.31051258,0.430344182,17970.68333,5.08821234,19.33333333,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=53148&Num=4Hy,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3799737
Nicotiana,maritima,0.166,744.8671329,16.30496119,20.94897803,11.1617033,1.141501846,17979.54312,4.760405501,41.91157946,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=40054&Num=CZ9,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3799661
Nicotiana,megalosiphon,0.3114,690.1636364,21.56160961,28.99703095,14.71051619,1.256411208,20387.95721,2.632431343,42.36486486,SC,herb,Kew_SID,Goldberg et al. (2011),GBIF,http://data.kew.org/sid/SidServlet?ID=40054&Num=CZ10,https://science.sciencemag.org/content/330/6003/494,https://www.gbif.org/species/7299624
Nicotiana,monoschizocarpa,0.036,636.9090909,26.01771318,32.47953423,19.12898494,2.089444109,20582.3619,2.362385089,106.4238095,SI,herb,Kew_SID,Goldberg et al. (2010),eFloraSA,http://data.kew.org/sid/SidServlet?ID=53150&Num=2DO,https://science.sciencemag.org/content/330/6003/493,http://www.flora.sa.gov.au/efsa/lucid/Solanaceae/Nicotiana%20species/key/Australian%20Nicotiana%20species/Media/Html/Nicotiana_monoschizocarpa.htm
Nicotiana,obtusifolia,0.048,349.4215054,18.74568794,27.24216883,11.27548211,0.891896266,19141.75204,3.128178507,24.07565511,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16122&Num=7QK,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/8279512
Nicotiana,occidentalis,0.113,695.6317016,22.05224547,28.5015661,14.91287828,1.131654903,21053.125,3.683015812,24.0158046,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16124&Num=sbe,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/7299594
Nicotiana,plumbaginifolia,0.0224,469.3106796,21.83678281,27.17476984,17.68734867,2.077289459,16455.38318,2.654419349,150.5780662,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=16125&Num=vO0,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Nicotiana,quadrivalvis,0.114,334.5,15.25581512,21.92411898,7.662801133,0.996951904,16931.45745,3.137351768,52.035461,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=16126&Num=R89,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Nicotiana,repanda,0.0552,378.0819672,20.5410939,27.21526373,14.664692,1.680204929,16826.90041,3.514034218,51.30081301,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=53151&Num=agV,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Nicotiana,simulans,0.1032,707.751693,20.72733316,27.22451068,13.5908018,0.946875387,20520.17208,3.419499567,23.78439631,SI,herb,Kew_SID,Goldberg et al. (2010),eFloraSA,http://data.kew.org/sid/SidServlet?ID=40057&Num=2D7,https://science.sciencemag.org/content/330/6003/493,http://www.flora.sa.gov.au/efsa/lucid/Solanaceae/Nicotiana%20species/key/Australian%20Nicotiana%20species/Media/Html/Nicotiana_simulans.htm
Nicotiana,solanifolia,0.0876,704.8461538,14.79497762,19.6897876,8.1361628,0.951101923,18321.17917,4.25509511,27.25416667,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16129&Num=sOZ,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3799125
Nicotiana,suaveolens,0.1015,722.1846847,16.25914858,21.32372503,10.0160707,1.091212164,16970.26128,3.535795548,52.11328321,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=53152&Num=7Cc,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/2928764
Nicotiana,tabacum,0.07,433.0567246,17.62145217,21.37738375,11.534211,1.415853938,15183.40439,2.806377371,86.49650994,SI,shrub,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16131&Num=9n1,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/2928774
Nicotiana,trigonophylla,0.049,371.3063063,18.83148241,26.76481759,10.9104121,1.117484544,18595.6824,2.994532808,32.22123894,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16132&Num=FeB,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/2928776
Nicotiana,truncata,0.0628,715,20.88770222,28.27162112,13.79909846,0.880441135,20839.97619,4.059612814,18.00793651,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=40056&Num=yEp,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3798897
Nicotiana,umbratica,0.02,660.04,24.49383336,32.97516861,18.45103547,1.158717247,22110.39474,3.022262034,29.47587719,SC,herb,Kew_SID,Goldberg et al. (2010),eFloraSA,http://data.kew.org/sid/SidServlet?ID=16133&Num=bDD,https://science.sciencemag.org/content/330/6003/493,http://www.flora.sa.gov.au/efsa/lucid/Solanaceae/Nicotiana%20species/key/Australian%20Nicotiana%20species/Media/Html/Nicotiana_umbratica.htm
Nicotiana,undulata,0.202,649.9056604,9.684903381,20.76737281,6.08618879,1.130686547,16739.27928,2.655824732,77.70795796,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=53153&Num=nNL,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/7987710
Nicotiana,velutina,0.103,712.4658972,20.44647842,26.73660798,13.14342783,0.958508603,20094.21427,3.429132406,21.70179312,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=16134&Num=E26,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3798835
Petunia,exserta,0.042,704.2222222,18.787024,24.00137553,13.8638744,1.644573572,15226.75709,2.758931236,125.2748227,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=57146&Num=npC,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/3803157
Petunia,hybrida,0.14,272.4102564,10.05844238,12.28114613,4.503308789,0.95125218,10789.96391,3.724881113,61.56538171,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17426&Num=0p8,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Petunia,parviflora,0.049,414.5549133,17.72283264,24.83167814,9.834969392,1.169571144,17699.9554,2.823457223,47.99374022,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=17427&Num=8Dq,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/2928906
Petunia,altiplana,0.0157,709.6428571,15.6455642,20.26969482,10.26851422,1.418694284,13849.35917,2.413401403,135.4966667,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3803282
Petunia,bajeensis,0.0091,716.1666667,19.8413034,24.10257743,13.72675506,1.60407362,15526.53105,3.039754914,119.627451,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3803229
Petunia,bonjardinensisi,0.13,709,14.57058097,19.56637909,9.574795656,1.360508275,13989.99219,2.644619806,137.3020833,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3803222
Petunia,guarapuavensis,0.0103,695.0344828,17.2032155,23.1326225,11.09279083,1.529037796,14650.40224,2.189979938,143.9871795,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3803139
Petunia,inflata,0.0069,674.4390244,19.33769528,24.35371626,13.05750187,1.650467981,15397.78531,2.842351409,119.7012712,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),K. Engemann et al. (2016),https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Petunia,integrifolia,0.0077,639.6986301,17.76768582,22.41692596,12.47054022,1.583243299,14572.19158,3.045618213,115.3737542,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),K. Engemann et al. (2016),https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Petunia,interior,0.0107,702.2777778,18.61152769,24.42471396,12.10705241,1.577585536,15305.82865,2.369203413,160.2743446,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3803062
Petunia,littoralis,0.0135,719,19.291758,23.292948,15.288783,1.8325092,14559.66667,3.392125,124.25,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3803006
Petunia,mantiqueirensis,0.0183,673.5,17.47895483,21.77299338,9.919700548,1.483589624,14718.73016,2.053156662,137.968254,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3802979
Petunia,occidentalis,0.0028,685.2352941,18.66216406,24.87765058,12.02393569,1.412380219,16770.5303,2.339142006,64.32323232,SC,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3802927
Petunia,reitzii,0.0125,689.6,17.4697742,20.50632618,10.52401936,1.476197736,14022.90909,2.364162882,144.2727273,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3802816
Petunia,riograndensis,0.0158,725.7,18.27247623,22.91742951,13.29042884,1.606256624,14850.41667,2.515198218,121.7401961,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3802806
Petunia,saxicola,0.0123,705,16.047043,21.18048,10.9123335,1.5158311,13325.83333,2.1974165,131.75,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3802791
Petunia,scheideana,0.0183,695.0571429,17.05192314,22.31270998,11.27766464,1.530078728,14206.02516,2.082086045,137.6792453,SI,herb,Morokawa et al. (2005),Morokawa et al. (2005),GBIF,https://ci.nii.ac.jp/naid/10019589222,https://ci.nii.ac.jp/naid/10019589222,https://www.gbif.org/species/3802774
Physalis,acutifolia,1.124,361.3229814,20.58467842,28.79900633,11.98279201,1.200112329,18558.03502,2.766404232,38.85386473,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=57147&Num=146,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,alkekengi,1.4755,241.3412903,9.235182725,13.52565339,5.092665492,0.946973747,11503.6259,3.399386738,64.29830044,SI,shrub,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=17692&Num=fjQ,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/5341813
Physalis,angulata,1.122,522.2570888,23.16853773,28.6690372,18.45359583,2.148106984,17415.49455,2.497505278,122.9949591,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17694&Num=Oap,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,cinerascens,1.1516,391.3584906,19.44726389,24.9162427,11.30450486,1.360310698,17399.025,3.477396375,58.4,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=53167&Num=JD4,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,cordata,0.5644,447.32,22.77465402,27.95921947,18.29810479,2.301784437,17983.46684,2.65263938,157.9227749,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=53168&Num=Yp1,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,crassifolia,0.9008,348.2786378,20.08419552,27.44129816,12.05601448,0.911960654,19222.54763,3.229567452,18.30504234,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=60030&Num=fEh,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,hederifolia,2.0904,471.0490196,15.87648529,22.06690927,8.773200291,0.972833614,17237.23397,3.552231793,41.10561148,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=57148&Num=Kb4,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,heterophylla,2.023,297.5691769,10.51774784,16.08817089,4.846876912,1.03994235,13912.10743,3.714113068,83.36556112,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17696&Num=CFA,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,ixocarpa,1.94,559.0304878,16.93048345,22.61842412,11.51405314,1.384327586,16481.21015,2.883015164,85.18357488,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17697&Num=hnO,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,lagascae,0.838,471.1088083,23.74182646,29.64040472,18.23630164,2.090357206,18159.31878,2.13636355,108.2194323,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=44466&Num=p5t,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,lanceolata,1.369,348.0714286,13.53578554,19.52216242,6.029942675,1.092243057,16014.61111,3.332725592,62.46527778,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=17698&Num=H53,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/5341790
Physalis,leptophylla,1.1204,401.4313725,22.72168306,30.34431563,15.40867052,1.655288371,18401.7119,2.186201883,66.87142857,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=53169&Num=6dP,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,longifolia,0.97,342.3412322,11.95644448,18.51422963,5.700924123,0.977484497,15287.96345,3.513313692,62.12397661,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=44467&Num=sSz,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,maxima,0.89,437.9230769,22.42854679,29.168936,16.1947792,1.881882623,17463.26894,2.190844686,80.96590909,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=39408&Num=uOo,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/5581270
Physalis,nicandroides,2.2,427.9683544,20.31932928,26.96830074,13.29898834,1.538560109,18296.94239,2.168491395,80.84619342,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17700&Num=hzd,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,patula,1.629,418.3802817,16.70889336,24.15094903,8.177634478,1.070441185,18076.21959,2.412261276,51.56981982,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=44468&Num=b9a,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,peruviana,0.852,432.9965378,12.71882068,16.28665235,8.824448743,1.198986604,12922.10041,3.952689215,84.38163562,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=17701&Num=moy,https://science.sciencemag.org/content/330/6003/493,https://www.gbif.org/species/5341784
Physalis,philadelphica,1.529,350.8190955,14.81558975,20.58919495,8.861768343,1.208128803,14970.01189,2.77626351,72.34823848,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17702&Num=28V,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,pruinosa,0.82,491.8359375,21.79115489,27.82302944,16.23603168,1.889336515,17979.48148,2.515651338,97.22280093,SC,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17703&Num=O72,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
Physalis,pubescens,0.636,484.3476821,21.15552262,27.00603953,16.35949027,2.031648003,16738.24057,2.496830843,140.9540509,SI,herb,Kew_SID,Goldberg et al. (2010),K. Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=17704&Num=vc2,https://science.sciencemag.org/content/330/6003/493,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569
